,loan_start,interest_rate_yearly,total,principal,interest,minimum_monthly_payment,additional_payment,loan_end
197,2513524.230145615,0.05495,21023.092833129165,4513.246462587369,11509.846370541794,0.0,5000.0,2504010.983683028
198,2504010.983683028,0.05495,21023.092833129165,4556.809203680634,11466.28362944853,0.0,5000.0,2494454.174479347
199,2494454.174479347,0.05495,21023.092833129165,4600.571425825821,11422.521407303342,0.0,5000.0,2484853.6030535214
200,2484853.6030535214,0.05495,21023.092833129165,4644.534042479914,11378.55879064925,0.0,5000.0,2475209.0690110414
201,2475209.0690110414,0.05495,21023.092833129165,4688.697971282771,11334.394861846393,0.0,5000.0,2465520.3710397584
202,2465520.3710397584,0.05495,21023.092833129165,4733.06413407627,11290.028699052893,0.0,5000.0,2455787.306905682
203,2455787.306905682,0.05495,21023.092833129165,4777.6334569235605,11245.459376205603,0.0,5000.0,2446009.6734487587
204,2446009.6734487587,0.05495,20629.8906223936,4429.204659392828,11200.685963000773,0.0,5000.0,2436580.4687893656
205,2436580.4687893656,0.05495,20629.8906223936,4472.382559062298,11157.508063331303,0.0,5000.0,2427108.086230303
206,2427108.086230303,0.05495,20629.8906223936,4515.758177530672,11114.13244486293,0.0,5000.0,2417592.3280527727
207,2417592.3280527727,0.05495,20629.8906223936,4559.332420185281,11070.55820220832,0.0,5000.0,2408032.9956325875
208,2408032.9956325875,0.05495,20629.8906223936,4603.106196559378,11026.784425834223,0.0,5000.0,2398429.889436028
209,2398429.889436028,0.05495,20629.8906223936,4647.080420351123,10982.810202042478,0.0,5000.0,2388782.809015677
210,2388782.809015677,0.05495,20629.8906223936,4691.256009442648,10938.634612950953,0.0,5000.0,2379091.553006234
211,2379091.553006234,0.05495,20629.8906223936,4735.633885919222,10894.256736474379,0.0,5000.0,2369355.919120315
212,2369355.919120315,0.05495,20629.8906223936,4780.214976088493,10849.675646305108,0.0,5000.0,2359575.7041442264
213,2359575.7041442264,0.05495,20629.8906223936,4825.000210499831,10804.89041189377,0.0,5000.0,2349750.7039337265
214,2349750.7039337265,0.05495,20629.8906223936,4869.990523963746,10759.900098429855,0.0,5000.0,2339880.713409763
